unit_id,study,brief_id,artefact_blind_id,material_json,contestatory_revision_0_2,rationale_specificity_0_2,new_assumption_count,unresolved_issue_present,grounded_interpretation_count,assumption_count,stakeholder_power_0_2,alternative_future_count,confusion_0_2,condition_guess,guess_confidence_0_2,coder_id,codebook_version,notes
UNIT-0CECF2E5E18DBE71D3,study-b,cooling-credit-2035,ART-A8890156BC6DE5E6,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""仅限绑定智能手机账户的常住居民"",""allocation"":""居民、社区工作者与健康数据共同形成可解释的优先顺序"",""appeal"":""结果每晚自动更新，不提供个人复核""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""amber"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,3,0,2,0,1,OPEN_ORIENTED,2,SYNTHETIC-CODER,0.1,
UNIT-D7D0357D2DC7AF4DC2,study-b,common-ground-2040,ART-252A3F8F10A55E32,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""公开列出不同证据如何改变资源排序，并允许质疑权重"",""distribution"":""部分预算用于防护，部分用于自愿搬迁和租户长期安置""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""indigo"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,2,2,2,2,0,OPEN_ORIENTED,1,SYNTHETIC-CODER,0.1,
UNIT-7B021B09CB38B8B36A,study-b,carelink-home-2032,ART-9F164049797285F4,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""首次安装即默认长期同意全部监测"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""风险规则由本人、照护者与专业人员定期共同复核""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""soft""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,3,1,0,0,1,UNSURE,0,SYNTHETIC-CODER,0.1,
UNIT-D9FB6976F2F2E7FD7C,study-b,common-ground-2040,ART-BCCA9FFD77B09B58,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""资产、健康、照护中断与被迫迁移风险并列记录"",""distribution"":""优先保护总资产价值最高的街区""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""indigo"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,1,0,1,3,0,CLOSED_ORIENTED,2,SYNTHETIC-CODER,0.1,
UNIT-811B45BDD283BE2B48,study-b,cooling-credit-2035,ART-04E7AAAB3A08D7E0,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""数字额度与可转让纸质凭证并行，由社区站点发放"",""allocation"":""系统按照预测的“规则遵从概率”排列家庭"",""appeal"":""结果每晚自动更新，不提供个人复核""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""cyan"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,1,1,1,1,1,CLOSED_ORIENTED,1,SYNTHETIC-CODER,0.1,
UNIT-CA9F1B75E815BBD2F7,study-b,carelink-home-2032,ART-9CDACD0F33B10CED,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""每周以易懂摘要重新确认授权，未确认的数据不外发"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""风险规则由本人、照护者与专业人员定期共同复核""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""soft""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,0,1,1,3,0,CLOSED_ORIENTED,2,SYNTHETIC-CODER,0.1,
UNIT-F3389467805689BC55,study-b,carelink-home-2032,ART-9CDACD0F33B10CED,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""每周以易懂摘要重新确认授权，未确认的数据不外发"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""风险规则由本人、照护者与专业人员定期共同复核""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""soft""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,1,1,0,3,0,OPEN_ORIENTED,2,SYNTHETIC-CODER,0.1,
UNIT-CA351D5EF5503A854B,study-b,cooling-credit-2035,ART-04E7AAAB3A08D7E0,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""数字额度与可转让纸质凭证并行，由社区站点发放"",""allocation"":""系统按照预测的“规则遵从概率”排列家庭"",""appeal"":""结果每晚自动更新，不提供个人复核""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""cyan"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,0,0,1,3,1,OPEN_ORIENTED,2,SYNTHETIC-CODER,0.1,
UNIT-B4330FD8EAC6ACF3ED,study-b,common-ground-2040,ART-BCCA9FFD77B09B58,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""资产、健康、照护中断与被迫迁移风险并列记录"",""distribution"":""优先保护总资产价值最高的街区""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""indigo"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,1,3,2,2,2,OPEN_ORIENTED,1,SYNTHETIC-CODER,0.1,
UNIT-A28F7BEC281B3D6394,study-b,common-ground-2040,ART-8CE34E56C304EAAA,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""先保障无法自行迁移的居民，再比较基础设施与资产损失""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""amber"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,2,0,1,1,1,CLOSED_ORIENTED,2,SYNTHETIC-CODER,0.1,
UNIT-0451F9E0CB255B3F35,study-b,cooling-credit-2035,ART-97D61DE94F922202,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""仅限绑定智能手机账户的常住居民"",""allocation"":""居民、社区工作者与健康数据共同形成可解释的优先顺序"",""appeal"":""结果每晚自动更新，不提供个人复核""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""amber"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,2,2,0,2,1,UNSURE,0,SYNTHETIC-CODER,0.1,
UNIT-A8DF76766C0D3CB581,study-b,carelink-home-2032,ART-CF8EF10674E314F8,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""首次安装即默认长期同意全部监测"",""visibility"":""被照护者选择每位家属可见的摘要级别"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""soft""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,2,2,1,3,1,CLOSED_ORIENTED,1,SYNTHETIC-CODER,0.1,
UNIT-9FC417097BBC989D46,study-b,carelink-home-2032,ART-CF8EF10674E314F8,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""首次安装即默认长期同意全部监测"",""visibility"":""被照护者选择每位家属可见的摘要级别"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""soft""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,1,0,2,0,1,OPEN_ORIENTED,1,SYNTHETIC-CODER,0.1,
UNIT-BC893AE02BBB3E6C6E,study-b,common-ground-2040,ART-8CE34E56C304EAAA,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""先保障无法自行迁移的居民，再比较基础设施与资产损失""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""amber"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,1,3,0,2,2,OPEN_ORIENTED,2,SYNTHETIC-CODER,0.1,
UNIT-C3AAC7A8FF2E9C0DEC,study-b,cooling-credit-2035,ART-97D61DE94F922202,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""仅限绑定智能手机账户的常住居民"",""allocation"":""居民、社区工作者与健康数据共同形成可解释的优先顺序"",""appeal"":""结果每晚自动更新，不提供个人复核""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""amber"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,0,0,0,2,1,UNSURE,0,SYNTHETIC-CODER,0.1,
UNIT-7CF5217EF0C06DBFA6,study-b,carelink-home-2032,ART-535E016F02AFF08D,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""紧急与日常数据采用不同同意规则，紧急访问会留下回执"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""split""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,0,3,0,1,0,CLOSED_ORIENTED,1,SYNTHETIC-CODER,0.1,
UNIT-0D330F390E1D9B41AC,study-b,cooling-credit-2035,ART-1DD16EB0F728F51C,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""可通过手机、图书馆服务台、电话或社区代理领取"",""allocation"":""系统按照预测的“规则遵从概率”排列家庭"",""appeal"":""结果每晚自动更新，不提供个人复核""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""cyan"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,0,3,0,2,0,CLOSED_ORIENTED,2,SYNTHETIC-CODER,0.1,
UNIT-D0744E5DE1B7F53EBD,study-b,common-ground-2040,ART-4EFC88CDD761F812,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""每个受影响住址拥有一票，另为高搬迁风险居民设置否决审查"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""优先保护总资产价值最高的街区""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""indigo"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,1,1,0,2,1,CLOSED_ORIENTED,2,SYNTHETIC-CODER,0.1,
UNIT-F27E0A884F8127EB71,study-b,carelink-home-2032,ART-535E016F02AFF08D,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""紧急与日常数据采用不同同意规则，紧急访问会留下回执"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""split""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,0,0,1,2,2,OPEN_ORIENTED,2,SYNTHETIC-CODER,0.1,
UNIT-AA6CC62BCE36C65ED4,study-b,cooling-credit-2035,ART-1DD16EB0F728F51C,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""可通过手机、图书馆服务台、电话或社区代理领取"",""allocation"":""系统按照预测的“规则遵从概率”排列家庭"",""appeal"":""结果每晚自动更新，不提供个人复核""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""cyan"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,0,1,1,3,1,OPEN_ORIENTED,1,SYNTHETIC-CODER,0.1,
UNIT-A4A3A3705736EFA571,study-b,common-ground-2040,ART-4EFC88CDD761F812,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""每个受影响住址拥有一票，另为高搬迁风险居民设置否决审查"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""优先保护总资产价值最高的街区""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""indigo"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,0,1,1,3,0,OPEN_ORIENTED,1,SYNTHETIC-CODER,0.1,
UNIT-8E3A9FF9280883E649,study-b,carelink-home-2032,ART-B1FFE31C9F89B83E,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""首次安装即默认长期同意全部监测"",""visibility"":""先向本人展示变化，由本人决定是否邀请他人查看"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""soft""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,0,2,0,2,2,UNSURE,0,SYNTHETIC-CODER,0.1,
UNIT-8119148C6464E9E552,study-b,cooling-credit-2035,ART-CBA56B51140FCBAA,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""高温红色预警期间，降温中心取消账户核验"",""allocation"":""先按暴露风险划定资源池，再由社区公开讨论边缘个案"",""appeal"":""结果每晚自动更新，不提供个人复核""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""cyan"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,0,0,0,3,0,CLOSED_ORIENTED,1,SYNTHETIC-CODER,0.1,
UNIT-E286930F036EF774CC,study-b,common-ground-2040,ART-1C3E6E8966ABF048,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""先保障无法自行迁移的居民，再比较基础设施与资产损失""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""amber"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,3,0,1,3,1,CLOSED_ORIENTED,2,SYNTHETIC-CODER,0.1,
UNIT-2F9EA792CBECDC1CA8,study-b,cooling-credit-2035,ART-CBA56B51140FCBAA,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""高温红色预警期间，降温中心取消账户核验"",""allocation"":""先按暴露风险划定资源池，再由社区公开讨论边缘个案"",""appeal"":""结果每晚自动更新，不提供个人复核""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""cyan"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,2,1,2,3,1,OPEN_ORIENTED,1,SYNTHETIC-CODER,0.1,
UNIT-FA1F91C6FD9B8FA8F1,study-b,carelink-home-2032,ART-B1FFE31C9F89B83E,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""首次安装即默认长期同意全部监测"",""visibility"":""先向本人展示变化，由本人决定是否邀请他人查看"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""soft""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,0,2,2,0,2,OPEN_ORIENTED,2,SYNTHETIC-CODER,0.1,
UNIT-D00BFDBD750FB52410,study-b,common-ground-2040,ART-1C3E6E8966ABF048,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""先保障无法自行迁移的居民，再比较基础设施与资产损失""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""amber"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,0,0,0,1,1,OPEN_ORIENTED,2,SYNTHETIC-CODER,0.1,
UNIT-2C48C9D870C7ED3F73,study-b,cooling-credit-2035,ART-5DB74BFDE09F537E,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""仅限绑定智能手机账户的常住居民"",""allocation"":""系统按照预测的“规则遵从概率”排列家庭"",""appeal"":""居民可要求人工复核，并看到影响决定的主要依据""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""cyan"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,2,0,0,0,2,CLOSED_ORIENTED,1,SYNTHETIC-CODER,0.1,
UNIT-71B5DEA59C770AD6EB,study-b,carelink-home-2032,ART-E096CBCCC199870F,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""紧急与日常数据采用不同同意规则，紧急访问会留下回执"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""split""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,2,1,0,0,0,CLOSED_ORIENTED,1,SYNTHETIC-CODER,0.1,
UNIT-0F9C6C1E9F778629D1,study-b,common-ground-2040,ART-8FB4DB605C2FB2E3,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""公开列出不同证据如何改变资源排序，并允许质疑权重"",""distribution"":""优先保护总资产价值最高的街区""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""indigo"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,0,2,0,1,2,CLOSED_ORIENTED,2,SYNTHETIC-CODER,0.1,
