unit_id,study,brief_id,artefact_blind_id,material_json,contestatory_revision_0_2,rationale_specificity_0_2,new_assumption_count,unresolved_issue_present,grounded_interpretation_count,assumption_count,stakeholder_power_0_2,alternative_future_count,confusion_0_2,condition_guess,guess_confidence_0_2,coder_id,codebook_version,notes
UNIT-9A06659960474859A6,study-b,carelink-home-2032,ART-E3D4E278EC91B156,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""首次安装即默认长期同意全部监测"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""风险规则由本人、照护者与专业人员定期共同复核""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""soft""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-E9F2BBA0A3FB17396E,study-b,common-ground-2040,ART-7686947A088FD7C8,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""资产、健康、照护中断与被迫迁移风险并列记录"",""distribution"":""优先保护总资产价值最高的街区""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""indigo"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-350E0C4035FA8BBC21,study-b,cooling-credit-2035,ART-544E8D5D1DC04B26,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""数字额度与可转让纸质凭证并行，由社区站点发放"",""allocation"":""系统按照预测的“规则遵从概率”排列家庭"",""appeal"":""结果每晚自动更新，不提供个人复核""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""cyan"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-901590321BDACBD548,study-b,carelink-home-2032,ART-0ADBE6958F945FFF,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""每周以易懂摘要重新确认授权，未确认的数据不外发"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""风险规则由本人、照护者与专业人员定期共同复核""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""soft""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-75CFCB2A1C3C85894F,study-b,carelink-home-2032,ART-0ADBE6958F945FFF,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""每周以易懂摘要重新确认授权，未确认的数据不外发"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""风险规则由本人、照护者与专业人员定期共同复核""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""soft""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-44A1F7AB6BDDEC4F1C,study-b,cooling-credit-2035,ART-544E8D5D1DC04B26,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""数字额度与可转让纸质凭证并行，由社区站点发放"",""allocation"":""系统按照预测的“规则遵从概率”排列家庭"",""appeal"":""结果每晚自动更新，不提供个人复核""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""cyan"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-7ACADE2EAC4916F175,study-b,common-ground-2040,ART-7686947A088FD7C8,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""资产、健康、照护中断与被迫迁移风险并列记录"",""distribution"":""优先保护总资产价值最高的街区""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""indigo"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-8184284E7E687F48FE,study-b,common-ground-2040,ART-85E8B0EA33AA0702,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""先保障无法自行迁移的居民，再比较基础设施与资产损失""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""amber"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-4BDA39D5577DB238D6,study-b,cooling-credit-2035,ART-0E11593DB31B5649,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""仅限绑定智能手机账户的常住居民"",""allocation"":""居民、社区工作者与健康数据共同形成可解释的优先顺序"",""appeal"":""结果每晚自动更新，不提供个人复核""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""amber"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-B2F1EAD2EC36AF1F38,study-b,carelink-home-2032,ART-F3E1B41B9645E02A,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""首次安装即默认长期同意全部监测"",""visibility"":""被照护者选择每位家属可见的摘要级别"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""soft""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-694740D825E73BC01D,study-b,carelink-home-2032,ART-F3E1B41B9645E02A,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""首次安装即默认长期同意全部监测"",""visibility"":""被照护者选择每位家属可见的摘要级别"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""soft""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-DE31D0E28348AAD3C4,study-b,common-ground-2040,ART-85E8B0EA33AA0702,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""先保障无法自行迁移的居民，再比较基础设施与资产损失""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""amber"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-4182126B51580CB8EA,study-b,cooling-credit-2035,ART-0E11593DB31B5649,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""仅限绑定智能手机账户的常住居民"",""allocation"":""居民、社区工作者与健康数据共同形成可解释的优先顺序"",""appeal"":""结果每晚自动更新，不提供个人复核""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""amber"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-E4F8F256E61CC0BE32,study-b,carelink-home-2032,ART-653A06F999BC25A9,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""紧急与日常数据采用不同同意规则，紧急访问会留下回执"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""split""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-ABC34B8546AF2B80D7,study-b,cooling-credit-2035,ART-DC35ACDDEF10B9B3,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""可通过手机、图书馆服务台、电话或社区代理领取"",""allocation"":""系统按照预测的“规则遵从概率”排列家庭"",""appeal"":""结果每晚自动更新，不提供个人复核""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""cyan"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-0C4FEF426DC2DA73AF,study-b,common-ground-2040,ART-8DFD85617567D9D8,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""每个受影响住址拥有一票，另为高搬迁风险居民设置否决审查"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""优先保护总资产价值最高的街区""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""indigo"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-6A0387695C67085B79,study-b,carelink-home-2032,ART-653A06F999BC25A9,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""紧急与日常数据采用不同同意规则，紧急访问会留下回执"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""split""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-C4D9EF2A938F5C18D8,study-b,cooling-credit-2035,ART-DC35ACDDEF10B9B3,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""可通过手机、图书馆服务台、电话或社区代理领取"",""allocation"":""系统按照预测的“规则遵从概率”排列家庭"",""appeal"":""结果每晚自动更新，不提供个人复核""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""cyan"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-C0A3C9C049081CE79C,study-b,common-ground-2040,ART-8DFD85617567D9D8,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""每个受影响住址拥有一票，另为高搬迁风险居民设置否决审查"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""优先保护总资产价值最高的街区""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""indigo"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-8FB261F40EA554A4D7,study-b,carelink-home-2032,ART-12943203A04BACB6,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""首次安装即默认长期同意全部监测"",""visibility"":""先向本人展示变化，由本人决定是否邀请他人查看"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""soft""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-26705BF086D03406A2,study-b,cooling-credit-2035,ART-0309E035872FF9D2,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""高温红色预警期间，降温中心取消账户核验"",""allocation"":""先按暴露风险划定资源池，再由社区公开讨论边缘个案"",""appeal"":""结果每晚自动更新，不提供个人复核""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""cyan"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-C4BC1D3F96837DC3AD,study-b,common-ground-2040,ART-896D18BF0F8066D4,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""先保障无法自行迁移的居民，再比较基础设施与资产损失""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""amber"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-2877120FCC7F169275,study-b,cooling-credit-2035,ART-0309E035872FF9D2,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""高温红色预警期间，降温中心取消账户核验"",""allocation"":""先按暴露风险划定资源池，再由社区公开讨论边缘个案"",""appeal"":""结果每晚自动更新，不提供个人复核""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""cyan"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-07E5EB40D406F9AC59,study-b,carelink-home-2032,ART-12943203A04BACB6,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""首次安装即默认长期同意全部监测"",""visibility"":""先向本人展示变化，由本人决定是否邀请他人查看"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""soft""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-7873A6F4EB36D56914,study-b,common-ground-2040,ART-896D18BF0F8066D4,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""资产估值是唯一正式损失指标"",""distribution"":""先保障无法自行迁移的居民，再比较基础设施与资产损失""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""amber"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-FD966ACADCF72C48F0,study-b,cooling-credit-2035,ART-6258879149EC8128,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""仅限绑定智能手机账户的常住居民"",""allocation"":""系统按照预测的“规则遵从概率”排列家庭"",""appeal"":""居民可要求人工复核，并看到影响决定的主要依据""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""cyan"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-55FE26FA03B78DFD44,study-b,carelink-home-2032,ART-6FA3ADE20B89F6AF,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""紧急与日常数据采用不同同意规则，紧急访问会留下回执"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""split""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-AC6E9CC2ADE2CFFB5E,study-b,common-ground-2040,ART-B4506A6D67264DC5,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""公开列出不同证据如何改变资源排序，并允许质疑权重"",""distribution"":""优先保护总资产价值最高的街区""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""indigo"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-86E092A82244CC5100,study-b,common-ground-2040,ART-B4506A6D67264DC5,"{""artefact_state"":{""briefId"":""common-ground-2040"",""values"":{""representation"":""只有登记产权人拥有正式投票权"",""evidence"":""公开列出不同证据如何改变资源排序，并允许质疑权重"",""distribution"":""优先保护总资产价值最高的街区""},""visual"":{""code"":""TIDE / 04"",""eyebrow"":""Common Ground 2040"",""headline"":""What the water reaches first"",""metric"":""61%"",""metricLabel"":""capital protected"",""accent"":""indigo"",""layout"":""notice""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 61%。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-06A68B598A0C94E99D,study-b,carelink-home-2032,ART-6FA3ADE20B89F6AF,"{""artefact_state"":{""briefId"":""carelink-home-2032"",""values"":{""consent"":""紧急与日常数据采用不同同意规则，紧急访问会留下回执"",""visibility"":""所有家庭成员持续查看完整作息与异常记录"",""escalation"":""系统把任何偏离常规的行为自动标为风险""},""visual"":{""code"":""HOME / 12"",""eyebrow"":""CareLink Home"",""headline"":""A quieter kind of watch"",""metric"":""3"",""metricLabel"":""pattern changes"",""accent"":""coral"",""layout"":""split""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 3。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
UNIT-CEB946D3D746F54181,study-b,cooling-credit-2035,ART-6258879149EC8128,"{""artefact_state"":{""briefId"":""cooling-credit-2035"",""values"":{""access"":""仅限绑定智能手机账户的常住居民"",""allocation"":""系统按照预测的“规则遵从概率”排列家庭"",""appeal"":""居民可要求人工复核，并看到影响决定的主要依据""},""visual"":{""code"":""HEAT / 07"",""eyebrow"":""Public Cooling Credit"",""headline"":""Today’s cooling access"",""metric"":""82"",""metricLabel"":""priority index"",""accent"":""cyan"",""layout"":""panel""}},""description"":""合成回答：一个未来服务正在分配资源或协调照护。"",""assumptions"":""合成回答：系统假定某些数据和机构判断比个人经验可靠。"",""alternative"":""合成回答：可以由受影响者共同制定规则并保留申诉。"",""evidence"":""合成回答：依据界面中的三个规则字段和指标 82。"",""comprehension_correct"":true}",,,,,,,,,,,,,0.1,
